index,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
3000,-41,-40,1,40,-21,-19,41,35,-17,-42,-38,-52
3001,-42,-41,1,41,-21,-20,58,62,9,-33,-41,-57
3002,-42,-41,1,41,-21,-20,77,93,40,-21,-39,-58
3003,-38,-38,0,38,-19,-19,95,128,76,-2,-30,-56
3004,-30,-28,2,29,-16,-13,109,164,117,26,-14,-46
3005,-15,-7,8,11,-11,0,115,193,159,62,15,-24
3006,5,24,19,-14,-7,21,110,211,195,105,58,9
3007,32,63,31,-47,0,47,97,219,224,154,112,54
3008,61,109,48,-85,6,78,75,216,246,208,176,107
3009,91,165,74,-128,8,119,44,197,258,264,247,169
3010,123,232,109,-177,7,170,0,157,255,320,323,239
3011,154,303,149,-228,2,226,-54,96,232,370,399,310
3012,180,367,187,-273,-3,277,-113,18,190,409,466,375
3013,197,418,221,-307,-12,319,-170,-70,134,434,518,427
3014,204,454,250,-329,-23,352,-223,-158,70,443,548,461
3015,205,474,269,-339,-32,371,-272,-243,1,435,556,477
3016,199,477,278,-338,-39,377,-316,-325,-74,407,541,475
3017,184,461,277,-322,-46,369,-351,-399,-153,358,501,451
3018,160,423,263,-291,-51,343,-372,-454,-226,295,438,407
3019,131,370,239,-250,-54,304,-378,-486,-285,222,361,346
3020,101,310,209,-205,-54,259,-373,-500,-333,142,275,279
3021,72,251,179,-161,-53,215,-361,-499,-373,58,187,211
3022,45,195,150,-120,-52,172,-342,-483,-402,-24,104,147
3023,21,142,121,-81,-50,131,-315,-455,-417,-93,33,89
3024,1,97,96,-49,-47,96,-281,-414,-415,-146,-24,41
3025,-14,60,74,-23,-44,67,-244,-366,-397,-180,-65,4
3026,-24,33,57,-4,-40,45,-209,-315,-369,-199,-89,-22
3027,-28,14,42,7,-35,28,-177,-266,-337,-205,-99,-36
3028,-30,2,32,14,-31,17,-146,-217,-297,-196,-99,-44
3029,-28,-6,22,17,-25,8,-117,-169,-250,-173,-89,-45
3030,-26,-11,15,18,-20,2,-91,-124,-199,-142,-74,-44
3031,-23,-15,8,19,-15,-3,-69,-88,-153,-110,-58,-41
3032,-19,-16,3,17,-11,-6,-51,-60,-115,-84,-44,-37
3033,-17,-16,1,16,-9,-7,-38,-37,-84,-62,-32,-33
3034,-15,-16,-1,15,-7,-8,-24,-18,-58,-43,-22,-29
3035,-13,-17,-4,15,-4,-10,-12,-4,-38,-28,-15,-26
3036,-13,-18,-5,15,-4,-11,-3,7,-23,-18,-10,-25
3037,-14,-19,-5,16,-4,-12,5,14,-15,-14,-8,-25
3038,-14,-20,-6,17,-4,-13,11,18,-12,-14,-8,-25
3039,-15,-21,-6,18,-4,-13,15,21,-10,-14,-9,-25
3040,-15,-23,-8,19,-3,-15,19,24,-8,-15,-10,-26
3041,-15,-25,-10,20,-2,-17,22,27,-7,-15,-11,-27
3042,-15,-28,-13,21,-1,-20,24,29,-6,-16,-12,-29
3043,-15,-30,-15,22,0,-22,25,30,-5,-17,-12,-30
3044,-16,-31,-15,23,0,-23,25,31,-4,-18,-13,-31
3045,-17,-33,-16,25,0,-24,26,32,-3,-17,-13,-31
3046,-16,-33,-17,24,0,-25,26,33,-2,-17,-14,-32
3047,-17,-34,-17,25,0,-25,27,35,0,-16,-13,-32
3048,-17,-34,-17,25,0,-25,28,36,1,-15,-13,-31
3049,-18,-35,-17,26,0,-26,28,38,2,-14,-13,-32
3050,-17,-34,-17,25,0,-25,29,39,4,-14,-12,-32
3051,-17,-34,-17,25,0,-25,30,40,5,-13,-12,-31
3052,-18,-33,-15,25,-1,-24,30,42,7,-13,-11,-31
3053,-18,-34,-16,26,-1,-25,31,43,8,-11,-10,-30
3054,-18,-34,-16,26,-1,-25,31,44,10,-10,-10,-31
3055,-17,-35,-18,26,0,-26,33,46,11,-10,-9,-30
3056,-17,-34,-17,25,0,-25,33,47,13,-8,-7,-30
3057,-16,-35,-19,25,1,-27,34,48,14,-7,-6,-29
3058,-15,-36,-21,25,3,-28,34,50,16,-6,-6,-29
3059,-15,-36,-21,25,3,-28,35,51,17,-4,-5,-28
3060,-14,-37,-23,25,4,-30,34,51,19,-3,-5,-28
3061,-14,-37,-23,25,4,-30,35,53,20,-1,-4,-27
3062,-14,-36,-22,25,4,-29,35,54,22,0,-3,-26
3063,-13,-36,-23,24,5,-29,36,54,23,0,-3,-26
3064,-13,-35,-22,24,4,-28,36,56,25,2,-1,-25
3065,-12,-36,-24,24,6,-30,35,57,26,3,0,-25
3066,-11,-35,-24,23,6,-29,35,57,28,3,0,-24
3067,-10,-34,-24,22,7,-29,36,59,30,5,1,-23
3068,-9,-34,-25,21,8,-29,36,59,31,5,2,-23
3069,-9,-34,-25,21,8,-29,36,60,32,7,3,-22
3070,-9,-33,-24,21,7,-28,37,62,34,8,3,-21
3071,-8,-33,-25,20,8,-29,37,63,35,8,4,-21
3072,-8,-32,-24,20,8,-28,37,63,37,10,6,-20
3073,-8,-33,-25,20,8,-29,38,64,39,11,7,-20
3074,-7,-33,-26,20,9,-29,38,65,40,13,8,-19
3075,-7,-33,-26,20,9,-29,38,66,42,15,8,-19
3076,-6,-33,-27,19,10,-30,37,67,43,15,9,-18
3077,-6,-32,-26,19,10,-29,38,68,44,17,9,-18
3078,-7,-32,-25,19,9,-28,38,70,47,18,11,-17
3079,-6,-31,-25,18,9,-28,39,71,48,20,11,-17
3080,-6,-31,-25,18,9,-28,39,71,50,20,12,-16
3081,-7,-29,-22,18,7,-25,38,72,50,21,12,-16
3082,-7,-28,-21,17,7,-24,38,73,52,23,13,-17
3083,-6,-26,-20,16,7,-23,38,74,54,24,13,-16
3084,-5,-26,-21,15,8,-23,39,76,55,26,14,-15
3085,-5,-25,-20,15,7,-22,39,77,57,27,16,-15
3086,-5,-25,-20,15,7,-22,39,78,58,28,16,-15
3087,-4,-26,-22,15,9,-24,39,80,61,30,18,-14
3088,-2,-26,-24,14,11,-25,40,82,63,32,19,-13
3089,-1,-27,-26,14,12,-26,41,83,66,35,21,-11
3090,0,-27,-27,13,13,-27,41,84,67,36,21,-10
3091,0,-26,-26,13,13,-26,41,86,69,38,22,-10
3092,1,-26,-27,12,14,-26,42,87,72,40,24,-9
3093,3,-25,-28,11,15,-26,42,89,74,41,25,-9
3094,4,-24,-28,10,16,-26,43,91,77,43,27,-8
3095,4,-23,-27,9,15,-25,43,92,79,44,27,-6
3096,4,-21,-25,8,14,-23,42,93,81,46,28,-6
3097,4,-20,-24,8,14,-22,43,95,82,48,30,-5
3098,4,-19,-23,7,13,-21,42,97,85,49,31,-5
3099,5,-19,-24,7,14,-21,43,100,88,51,33,-3
3100,5,-19,-24,7,14,-21,43,101,90,54,34,-3
3101,6,-17,-23,5,14,-20,42,103,93,55,36,-2
3102,7,-16,-23,4,15,-19,43,105,95,58,37,-2
3103,7,-17,-24,5,15,-20,43,107,97,60,38,-1
3104,8,-17,-25,4,16,-21,44,110,100,63,40,1
3105,9,-16,-25,3,17,-20,45,111,103,65,41,2
3106,10,-15,-25,2,17,-20,44,113,105,67,43,2
3107,10,-14,-24,2,17,-19,45,116,108,69,43,3
3108,11,-13,-24,1,17,-18,45,118,110,71,45,3
3109,12,-12,-24,0,18,-18,44,121,113,73,46,4
3110,13,-10,-23,-1,18,-16,45,123,117,76,48,6
3111,14,-8,-22,-3,18,-15,45,125,120,78,50,6
3112,15,-7,-22,-4,18,-14,44,128,122,81,51,8
3113,16,-5,-21,-5,18,-13,45,130,125,83,53,9
3114,17,-3,-20,-7,18,-11,45,133,129,85,55,11
3115,18,-2,-20,-8,19,-11,46,135,132,89,56,12
3116,20,0,-20,-10,20,-10,45,139,136,91,58,14
3117,21,1,-20,-11,20,-9,46,141,139,94,61,16
3118,22,1,-21,-11,21,-10,46,144,143,96,63,17
3119,23,2,-21,-12,22,-9,47,146,146,99,65,19
3120,24,3,-21,-13,22,-9,47,149,148,102,67,20
3121,26,5,-21,-15,23,-8,46,151,152,104,69,21
3122,27,6,-21,-16,24,-7,46,154,155,107,72,23
3123,27,8,-19,-17,23,-5,46,156,157,109,74,24
3124,29,10,-19,-19,24,-4,45,158,160,112,75,25
3125,30,14,-16,-22,23,-1,44,160,162,114,77,27
3126,30,16,-14,-23,22,1,43,162,163,115,78,28
3127,32,19,-13,-25,22,3,42,163,166,117,80,30
3128,33,21,-12,-27,22,4,42,165,168,120,83,31
3129,34,24,-10,-29,22,7,41,166,169,122,85,33
3130,36,26,-10,-31,23,8,41,168,171,125,86,34
3131,37,27,-10,-32,23,8,40,168,172,127,88,37
3132,39,28,-11,-33,25,8,39,169,174,128,91,39
3133,40,30,-10,-35,25,10,38,170,175,131,93,40
3134,41,31,-10,-36,25,10,38,170,177,133,96,43
3135,43,33,-10,-38,26,11,37,171,178,135,97,45
3136,44,34,-10,-39,27,12,36,170,179,136,100,46
3137,44,35,-9,-39,26,13,34,171,179,138,102,49
3138,46,37,-9,-41,27,14,34,170,180,139,105,51
3139,47,38,-9,-42,28,14,32,170,180,141,107,52
3140,47,41,-6,-44,26,17,31,168,179,142,109,54
3141,48,43,-5,-45,26,19,29,168,179,142,110,55
3142,49,46,-3,-47,26,21,28,167,178,143,112,57
3143,50,48,-2,-49,26,23,25,165,177,143,113,59
3144,51,49,-2,-50,26,23,24,164,175,144,115,60
3145,51,52,1,-51,25,26,22,162,174,144,116,62
3146,52,54,2,-53,25,28,21,160,172,144,117,63
3147,53,55,2,-54,25,28,18,158,171,144,117,64
3148,53,57,4,-55,24,30,17,155,168,143,118,64
3149,54,58,4,-56,25,31,15,153,166,143,118,66
3150,54,60,6,-57,24,33,12,150,163,142,119,67
3151,55,60,5,-57,25,32,11,146,161,140,119,67
3152,54,61,7,-57,23,34,9,143,158,140,119,68
3153,55,61,6,-58,24,33,8,139,154,139,119,69
3154,55,62,7,-58,24,34,6,136,151,137,118,70
3155,56,62,6,-59,25,34,4,131,147,135,119,70
3156,55,61,6,-58,24,33,3,126,143,134,119,71
3157,55,62,7,-58,24,34,1,122,138,132,118,71
3158,55,62,7,-58,24,34,-2,117,134,130,118,71
3159,55,63,8,-59,23,35,-3,112,129,128,118,72
3160,56,63,7,-59,24,35,-5,107,124,125,117,72
3161,55,64,9,-59,23,36,-6,101,119,123,116,72
3162,55,63,8,-59,23,35,-9,96,113,119,114,72
3163,54,64,10,-59,22,37,-10,90,108,116,113,71
3164,53,64,11,-58,21,37,-13,85,102,112,112,71
3165,52,64,12,-58,20,38,-15,79,95,109,109,70
3166,51,63,12,-57,19,37,-16,72,89,104,108,68
3167,49,61,12,-55,18,36,-18,67,82,100,106,68
3168,48,60,12,-54,18,36,-19,60,76,95,103,66
3169,46,58,12,-52,17,35,-21,54,69,91,99,65
3170,45,56,11,-50,17,33,-22,49,63,87,97,63
3171,44,53,9,-48,17,31,-22,43,56,82,94,61
3172,42,50,8,-46,17,29,-23,38,50,78,91,59
3173,41,46,5,-43,18,25,-23,34,44,73,88,57
3174,39,43,4,-41,17,23,-24,28,38,67,84,54
3175,36,40,4,-38,16,22,-24,23,32,62,81,52
3176,34,37,3,-35,15,20,-24,19,26,58,77,50
3177,32,33,1,-32,15,17,-24,15,21,53,73,47
3178,29,29,0,-29,14,14,-23,11,14,47,68,44
3179,26,26,0,-26,13,13,-24,7,9,42,64,41
3180,23,24,1,-23,11,12,-23,3,3,37,59,37
3181,20,21,1,-20,9,11,-23,0,-2,31,55,34
3182,18,19,1,-18,8,10,-22,-4,-7,26,50,30
3183,15,16,1,-15,7,8,-22,-7,-11,20,45,26
3184,13,13,0,-13,6,6,-21,-9,-16,14,41,23
3185,11,11,0,-11,5,5,-21,-12,-20,9,36,19
3186,8,9,1,-8,3,5,-20,-14,-25,5,32,16
3187,6,5,-1,-5,3,2,-18,-16,-28,0,27,12
3188,5,2,-3,-3,4,0,-17,-17,-30,-4,24,9
3189,3,-1,-4,-1,3,-2,-15,-19,-34,-8,20,7
3190,1,-5,-6,2,3,-5,-14,-20,-37,-12,17,4
3191,-1,-8,-7,4,3,-7,-12,-21,-39,-15,13,2
3192,-3,-11,-8,7,2,-9,-12,-21,-42,-19,10,-1
3193,-4,-15,-11,9,3,-13,-10,-22,-44,-22,7,-3
3194,-6,-18,-12,12,3,-15,-9,-22,-46,-24,5,-5
3195,-8,-19,-11,13,1,-15,-7,-23,-48,-28,2,-8
3196,-9,-20,-11,14,1,-15,-7,-24,-50,-30,0,-10
3197,-10,-21,-11,15,0,-16,-6,-24,-51,-33,-3,-11
3198,-12,-22,-10,17,-1,-16,-6,-25,-53,-34,-5,-13
3199,-13,-24,-11,18,-1,-17,-4,-25,-53,-37,-7,-14
3200,-14,-24,-10,19,-2,-17,-4,-24,-55,-38,-8,-16
3201,-15,-24,-9,19,-3,-16,-2,-25,-55,-40,-10,-17
3202,-15,-25,-10,20,-2,-17,-1,-25,-56,-41,-11,-19
3203,-16,-26,-10,21,-3,-18,-1,-24,-56,-42,-13,-19
3204,-16,-28,-12,22,-2,-20,0,-24,-56,-42,-14,-20
3205,-16,-28,-12,22,-2,-20,1,-23,-56,-43,-14,-21
3206,-17,-29,-12,23,-2,-20,1,-23,-56,-43,-15,-21
3207,-17,-30,-13,23,-2,-21,2,-22,-56,-44,-15,-22
3208,-17,-32,-15,24,-1,-23,3,-22,-55,-44,-15,-21
3209,-17,-33,-16,25,0,-24,3,-21,-55,-43,-16,-22
3210,-17,-33,-16,25,0,-24,3,-22,-54,-44,-16,-22
3211,-17,-33,-16,25,0,-24,3,-21,-55,-44,-17,-23
3212,-18,-33,-15,25,-1,-24,3,-21,-55,-44,-16,-23
3213,-18,-33,-15,25,-1,-24,4,-20,-54,-43,-17,-23
3214,-18,-34,-16,26,-1,-25,4,-20,-55,-43,-18,-24
3215,-19,-33,-14,26,-2,-23,3,-21,-55,-44,-18,-24
3216,-19,-32,-13,25,-3,-22,3,-20,-54,-43,-19,-25
3217,-20,-32,-12,26,-4,-22,3,-21,-54,-43,-18,-25
3218,-20,-32,-12,26,-4,-22,3,-20,-53,-44,-18,-26
3219,-19,-33,-14,26,-2,-23,4,-20,-53,-43,-19,-26
3220,-20,-33,-13,26,-3,-23,4,-19,-52,-43,-19,-25
3221,-20,-33,-13,26,-3,-23,4,-19,-52,-42,-20,-25
3222,-19,-34,-15,26,-2,-24,5,-19,-51,-43,-20,-25
3223,-19,-34,-15,26,-2,-24,5,-18,-50,-42,-19,-24
3224,-18,-34,-16,26,-1,-25,5,-18,-50,-42,-19,-24
3225,-18,-35,-17,26,0,-26,6,-17,-50,-41,-18,-23
3226,-17,-35,-18,26,0,-26,5,-17,-49,-41,-18,-23
3227,-17,-35,-18,26,0,-26,5,-18,-49,-41,-19,-24
3228,-18,-33,-15,25,-1,-24,4,-18,-48,-41,-19,-23
3229,-18,-33,-15,25,-1,-24,4,-17,-48,-42,-19,-23
3230,-17,-32,-15,24,-1,-23,4,-17,-48,-42,-19,-24
3231,-17,-32,-15,24,-1,-23,3,-18,-49,-41,-19,-24
3232,-18,-31,-13,24,-2,-22,3,-18,-49,-42,-19,-25
3233,-18,-29,-11,23,-3,-20,2,-19,-50,-42,-20,-25
3234,-19,-28,-9,23,-5,-18,2,-19,-50,-43,-20,-26
3235,-19,-29,-10,24,-4,-19,2,-19,-49,-43,-20,-26
3236,-19,-30,-11,24,-4,-20,2,-19,-50,-42,-19,-25
3237,-19,-31,-12,25,-3,-21,3,-18,-50,-42,-19,-25
3238,-19,-31,-12,25,-3,-21,3,-19,-49,-41,-19,-24
3239,-19,-32,-13,25,-3,-22,3,-18,-49,-41,-18,-24
3240,-19,-33,-14,26,-2,-23,4,-18,-50,-41,-18,-23
3241,-18,-33,-15,25,-1,-24,4,-17,-49,-40,-17,-22
3242,-18,-34,-16,26,-1,-25,3,-17,-49,-40,-17,-22
3243,-17,-33,-16,25,0,-24,3,-18,-50,-41,-16,-21
3244,-17,-32,-15,24,-1,-23,3,-18,-50,-41,-17,-21
3245,-18,-30,-12,24,-3,-21,2,-19,-51,-42,-17,-22
3246,-18,-31,-13,24,-2,-22,2,-19,-51,-42,-17,-22
3247,-19,-30,-11,24,-4,-20,1,-20,-52,-44,-18,-23
3248,-19,-29,-10,24,-4,-19,1,-21,-52,-44,-18,-23
3249,-19,-30,-11,24,-4,-20,0,-21,-54,-45,-19,-22
3250,-20,-31,-11,25,-4,-21,0,-22,-54,-45,-19,-23
3251,-19,-33,-14,26,-2,-23,1,-22,-55,-46,-19,-23
3252,-19,-34,-15,26,-2,-24,0,-22,-54,-45,-18,-22
3253,-18,-35,-17,26,0,-26,0,-23,-55,-46,-18,-23
3254,-19,-35,-16,27,-1,-25,0,-23,-56,-46,-18,-23
3255,-18,-36,-18,27,0,-27,1,-24,-56,-47,-19,-22
3256,-18,-36,-18,27,0,-27,1,-24,-57,-46,-19,-22
3257,-17,-36,-19,26,1,-27,0,-25,-57,-47,-18,-22
3258,-16,-35,-19,25,1,-27,0,-26,-58,-47,-19,-23
3259,-16,-33,-17,24,0,-25,-1,-27,-60,-49,-20,-23
3260,-16,-33,-17,24,0,-25,-1,-28,-61,-50,-20,-22
3261,-16,-32,-16,24,0,-24,-2,-28,-61,-50,-21,-22
3262,-16,-32,-16,24,0,-24,-2,-29,-62,-51,-21,-23
3263,-16,-31,-15,23,0,-23,-2,-30,-62,-52,-21,-23
3264,-17,-32,-15,24,-1,-23,-1,-30,-63,-52,-22,-22
3265,-17,-33,-16,25,0,-24,-2,-31,-64,-53,-22,-22
3266,-17,-33,-16,25,0,-24,-2,-31,-64,-53,-22,-21
3267,-17,-34,-17,25,0,-25,-1,-31,-65,-53,-22,-21
3268,-17,-35,-18,26,0,-26,-1,-31,-66,-54,-23,-21
3269,-18,-36,-18,27,0,-27,-2,-32,-67,-54,-23,-22
3270,-19,-37,-18,28,0,-27,-2,-32,-67,-54,-24,-22
3271,-19,-37,-18,28,0,-27,-2,-33,-68,-56,-24,-23
3272,-20,-38,-18,29,-1,-28,-3,-33,-69,-56,-24,-23
3273,-20,-38,-18,29,-1,-28,-3,-34,-70,-57,-25,-24
3274,-20,-37,-17,28,-1,-27,-4,-34,-71,-57,-25,-24
3275,-19,-38,-19,28,0,-28,-4,-34,-71,-58,-26,-25
3276,-19,-37,-18,28,0,-27,-4,-35,-71,-58,-25,-24
3277,-18,-37,-19,27,0,-28,-5,-35,-72,-58,-26,-24
3278,-17,-35,-18,26,0,-26,-5,-36,-72,-59,-27,-25
3279,-18,-35,-17,26,0,-26,-4,-36,-73,-59,-27,-25
3280,-18,-34,-16,26,-1,-25,-5,-37,-74,-60,-28,-25
3281,-17,-35,-18,26,0,-26,-5,-37,-73,-60,-28,-24
3282,-17,-35,-18,26,0,-26,-4,-37,-74,-59,-27,-24
3283,-17,-34,-17,25,0,-25,-5,-38,-75,-60,-27,-25
3284,-18,-35,-17,26,0,-26,-5,-38,-75,-60,-28,-25
3285,-19,-36,-17,27,-1,-26,-6,-39,-76,-61,-28,-25
3286,-19,-37,-18,28,0,-27,-6,-39,-76,-61,-28,-25
3287,-19,-38,-19,28,0,-28,-5,-38,-75,-60,-27,-25
3288,-19,-39,-20,29,0,-29,-6,-39,-75,-61,-27,-26
3289,-19,-40,-21,29,1,-30,-5,-38,-76,-61,-28,-25
3290,-19,-40,-21,29,1,-30,-6,-39,-76,-61,-28,-25
3291,-19,-40,-21,29,1,-30,-5,-39,-76,-60,-27,-24
3292,-20,-40,-20,30,0,-30,-5,-40,-75,-61,-28,-25
3293,-19,-39,-20,29,0,-29,-6,-39,-76,-61,-28,-25
3294,-19,-37,-18,28,0,-27,-6,-40,-76,-60,-29,-24
3295,-20,-37,-17,28,-1,-27,-7,-40,-77,-60,-29,-25
3296,-20,-36,-16,28,-2,-26,-7,-41,-77,-61,-30,-25
3297,-21,-35,-14,28,-3,-24,-6,-40,-78,-61,-31,-24
3298,-21,-35,-14,28,-3,-24,-6,-40,-78,-62,-31,-25
3299,-20,-34,-14,27,-3,-24,-7,-41,-77,-62,-32,-25
3300,-20,-34,-14,27,-3,-24,-7,-41,-78,-61,-32,-24
3301,-19,-35,-16,27,-1,-25,-6,-41,-77,-62,-31,-24
3302,-19,-35,-16,27,-1,-25,-6,-40,-78,-62,-31,-23
3303,-19,-36,-17,27,-1,-26,-5,-40,-78,-61,-31,-23
3304,-18,-36,-18,27,0,-27,-5,-41,-77,-62,-30,-24
3305,-18,-36,-18,27,0,-27,-6,-41,-77,-62,-30,-23
3306,-18,-38,-20,28,1,-29,-5,-41,-76,-61,-29,-23
3307,-18,-38,-20,28,1,-29,-5,-40,-76,-61,-29,-22
3308,-18,-37,-19,27,0,-28,-6,-40,-76,-60,-29,-23
3309,-19,-38,-19,28,0,-28,-6,-39,-77,-61,-29,-23
3310,-19,-38,-19,28,0,-28,-5,-40,-77,-61,-30,-24
3311,-20,-38,-18,29,-1,-28,-5,-40,-78,-60,-30,-23
3312,-20,-38,-18,29,-1,-28,-6,-41,-78,-61,-29,-24
3313,-20,-38,-18,29,-1,-28,-5,-40,-77,-61,-29,-24
3314,-21,-38,-17,29,-2,-27,-5,-40,-78,-60,-30,-23
3315,-21,-38,-17,29,-2,-27,-6,-40,-78,-61,-29,-24
3316,-22,-38,-16,30,-3,-27,-6,-40,-77,-61,-29,-24
3317,-21,-39,-18,30,-1,-28,-7,-41,-77,-60,-30,-25
3318,-22,-39,-17,30,-2,-28,-7,-40,-78,-60,-29,-25
3319,-22,-38,-16,30,-3,-27,-7,-40,-78,-61,-30,-25
3320,-23,-38,-15,30,-4,-26,-6,-41,-77,-61,-30,-24
3321,-22,-37,-15,29,-3,-26,-6,-40,-78,-61,-29,-24
3322,-21,-37,-16,29,-2,-26,-7,-40,-78,-61,-30,-23
3323,-21,-37,-16,29,-2,-26,-7,-41,-77,-62,-30,-24
3324,-20,-36,-16,28,-2,-26,-7,-40,-77,-61,-29,-24
3325,-20,-36,-16,28,-2,-26,-6,-40,-77,-61,-29,-23
3326,-20,-36,-16,28,-2,-26,-6,-39,-76,-61,-28,-23
3327,-19,-37,-18,28,0,-27,-6,-40,-76,-60,-28,-22
3328,-19,-37,-18,28,0,-27,-5,-40,-75,-60,-28,-22
3329,-18,-37,-19,27,0,-28,-5,-40,-75,-59,-27,-23
3330,-18,-38,-20,28,1,-29,-6,-40,-75,-59,-27,-23
3331,-19,-39,-20,29,0,-29,-5,-39,-74,-59,-26,-22
3332,-18,-38,-20,28,1,-29,-5,-40,-75,-58,-26,-22
3333,-18,-38,-20,28,1,-29,-6,-40,-75,-58,-27,-23
3334,-18,-38,-20,28,1,-29,-6,-39,-74,-59,-27,-23
3335,-18,-37,-19,27,0,-28,-7,-39,-75,-59,-28,-23
3336,-18,-37,-19,27,0,-28,-7,-38,-75,-58,-28,-24
3337,-18,-37,-19,27,0,-28,-6,-39,-76,-59,-27,-24
3338,-18,-36,-18,27,0,-27,-7,-38,-76,-59,-27,-25
3339,-19,-35,-16,27,-1,-25,-7,-38,-76,-59,-28,-24
3340,-19,-34,-15,26,-2,-24,-6,-37,-75,-58,-28,-24
3341,-19,-33,-14,26,-2,-23,-7,-37,-75,-59,-27,-25
3342,-19,-33,-14,26,-2,-23,-7,-36,-75,-59,-27,-24
3343,-19,-33,-14,26,-2,-23,-6,-36,-74,-58,-26,-24
3344,-19,-33,-14,26,-2,-23,-6,-37,-74,-58,-27,-24
3345,-20,-33,-13,26,-3,-23,-5,-37,-73,-57,-27,-23
3346,-20,-33,-13,26,-3,-23,-5,-36,-74,-58,-26,-23
3347,-19,-33,-14,26,-2,-23,-6,-37,-73,-57,-27,-22
3348,-19,-35,-16,27,-1,-25,-5,-36,-73,-57,-26,-22
3349,-18,-35,-17,26,0,-26,-5,-37,-72,-56,-26,-22
3350,-18,-36,-18,27,0,-27,-4,-37,-72,-56,-25,-21
3351,-17,-36,-19,26,1,-27,-5,-36,-72,-55,-26,-20
3352,-18,-36,-18,27,0,-27,-5,-37,-71,-56,-26,-21
3353,-17,-37,-20,27,1,-28,-4,-37,-71,-55,-25,-21
3354,-17,-37,-20,27,1,-28,-5,-36,-72,-55,-25,-20
3355,-16,-37,-21,26,2,-29,-5,-36,-72,-55,-26,-20
3356,-17,-36,-19,26,1,-27,-6,-36,-71,-55,-25,-21
3357,-17,-37,-20,27,1,-28,-6,-37,-71,-56,-26,-21
3358,-18,-36,-18,27,0,-27,-6,-37,-72,-56,-26,-22
3359,-17,-35,-18,26,0,-26,-7,-36,-72,-55,-25,-22
3360,-17,-35,-18,26,0,-26,-7,-37,-72,-56,-26,-21
3361,-18,-34,-16,26,-1,-25,-6,-37,-71,-56,-26,-22
3362,-19,-34,-15,26,-2,-24,-7,-37,-71,-56,-25,-22
3363,-19,-34,-15,26,-2,-24,-7,-37,-72,-55,-25,-23
3364,-19,-34,-15,26,-2,-24,-6,-37,-72,-55,-24,-22
3365,-19,-34,-15,26,-2,-24,-7,-38,-72,-54,-24,-22
3366,-18,-32,-14,25,-2,-23,-7,-37,-71,-55,-25,-23
3367,-18,-31,-13,24,-2,-22,-6,-37,-71,-54,-24,-22
3368,-17,-31,-14,24,-1,-22,-6,-36,-70,-54,-24,-22
3369,-17,-32,-15,24,-1,-23,-6,-36,-70,-53,-23,-21
3370,-17,-32,-15,24,-1,-23,-5,-37,-69,-53,-24,-22
3371,-16,-33,-17,24,0,-25,-5,-36,-69,-52,-23,-21
3372,-15,-32,-17,23,1,-24,-4,-36,-68,-52,-23,-20
3373,-15,-33,-18,24,1,-25,-4,-34,-68,-51,-22,-20
3374,-15,-34,-19,24,2,-26,-5,-35,-67,-51,-22,-19
3375,-17,-36,-19,26,1,-27,-5,-35,-68,-50,-23,-20
3376,-17,-35,-18,26,0,-26,-4,-35,-68,-51,-22,-19
3377,-15,-35,-20,25,2,-27,-4,-35,-68,-50,-22,-19
3378,-15,-34,-19,24,2,-26,-5,-34,-67,-50,-23,-18
3379,-15,-34,-19,24,2,-26,-5,-35,-68,-51,-23,-18
3380,-15,-34,-19,24,2,-26,-6,-35,-68,-50,-22,-19
3381,-15,-33,-18,24,1,-25,-6,-34,-67,-50,-22,-19
3382,-15,-33,-18,24,1,-25,-5,-35,-67,-49,-21,-18
3383,-15,-33,-18,24,1,-25,-5,-34,-67,-50,-21,-18
3384,-14,-32,-18,23,2,-25,-6,-34,-66,-49,-22,-17
3385,-14,-32,-18,23,2,-25,-6,-33,-66,-49,-21,-18
3386,-15,-33,-18,24,1,-25,-5,-34,-65,-48,-21,-17
3387,-15,-32,-17,23,1,-24,-5,-34,-65,-48,-22,-18
3388,-14,-32,-18,23,2,-25,-6,-33,-66,-49,-22,-18
3389,-15,-33,-18,24,1,-25,-6,-33,-66,-49,-21,-18
3390,-15,-33,-18,24,1,-25,-5,-34,-65,-48,-21,-18
3391,-15,-33,-18,24,1,-25,-6,-33,-65,-48,-20,-18
3392,-16,-33,-17,24,0,-25,-6,-33,-65,-48,-20,-18
3393,-16,-32,-16,24,0,-24,-6,-34,-65,-48,-21,-19
3394,-16,-33,-17,24,0,-25,-6,-34,-65,-48,-20,-18
3395,-16,-33,-17,24,0,-25,-5,-33,-64,-47,-20,-18
3396,-15,-32,-17,23,1,-24,-6,-34,-65,-47,-19,-19
3397,-16,-32,-16,24,0,-24,-6,-34,-65,-48,-20,-19
3398,-16,-31,-15,23,0,-23,-5,-33,-64,-48,-20,-18
3399,-15,-32,-17,23,1,-24,-6,-34,-64,-48,-20,-19
3400,-15,-31,-16,23,0,-23,-6,-34,-64,-48,-20,-19
3401,-14,-31,-17,22,1,-24,-5,-33,-63,-47,-19,-18
3402,-14,-30,-16,22,1,-23,-6,-33,-63,-47,-19,-18
3403,-15,-30,-15,22,0,-22,-6,-32,-63,-46,-19,-18
3404,-14,-31,-17,22,1,-24,-5,-32,-62,-46,-18,-17
